container,vessel,shipped_date,week,audited,success
IKSU2512364,SANTA CRUZ,05/03/2023 00:00,202310,0,
IKSU2512493,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU2513709,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU2513843,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU2514644,MEHUIN,19/01/2023 00:00,202303,0,
IKSU2515189,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU2515234,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU2515677,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU2515790,SANTA CRUZ,05/03/2023 00:00,202310,0,
IKSU2517448,SANTA ISABEL,05/02/2023 00:00,202306,1,1
IKSU2517751,KOTA LEKAS,05/03/2023 00:00,202310,0,
IKSU2517788,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU2518655,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU2519991,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU2520009,SANTA CRUZ,05/03/2023 00:00,202310,0,
IKSU2524597,MOL PRESENCE,21/12/2022 00:00,202251,1,1
IKSU2525084,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU2526579,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU4002483,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU4003094,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU4005749,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU4005841,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU4006160,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU4006540,SANTA RITA,25/02/2023 00:00,202308,1,1
IKSU4006658,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU4006724,SANTA CRUZ,05/03/2023 00:00,202310,0,
IKSU5200863,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
IKSU5200924,SANTA CRUZ,05/03/2023 00:00,202310,1,1
IKSU5203564,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
IKSU5204149,MAERSK CHENNAI,12/02/2023 00:00,202307,1,1
IKSU5205844,SANTA RITA,25/02/2023 00:00,202308,1,1
INKU4594685,MSC ELODIE,19/02/2023 00:00,202308,1,1
INKU4598675,MSC ELODIE,19/02/2023 00:00,202308,1,1
ITM04GR2336,BALTIC LORD,25/01/2023 00:00,202304,0,
ITM50GR2210,SILVER BERGEN,20/12/2022 00:00,202251,0,
JXLU5122892,KOTA LAWA,21/01/2023 00:00,202303,0,
JXLU5129500,COSCO SURABAYA,26/01/2023 00:00,202304,1,1
JXLU5826715,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
KKFU6400888,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6403830,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6404245,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6568017,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6576239,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
KKFU6576835,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6577934,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
KKFU6578247,AS CYPRIA,31/12/2022 00:00,202252,0,
KKFU6578421,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6671149,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6672340,COSCO WELLINGTON,23/02/2023 00:00,202308,1,1
KKFU6672464,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6672612,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6672952,SANTA TERESA,31/12/2022 00:00,202252,0,
KKFU6673970,SANTA CRUZ,05/03/2023 00:00,202310,1,1
KKFU6674549,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6675210,KALAHARI EXPRESS,12/02/2023 00:00,202307,0,
KKFU6721131,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6722354,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6722550,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6723094,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6723242,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6723453,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
KKFU6723535,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6723957,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6724188,SANTA TERESA,31/12/2022 00:00,202252,0,
KKFU6724850,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,0,
KKFU6725245,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6725775,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6726534,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6726787,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6727000,SANTA RITA,14/12/2022 00:00,202250,0,
KKFU6727084,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6727546,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6727783,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6728922,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6729512,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6729699,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6730051,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6730154,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6730874,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6731042,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6731248,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6731417,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6731778,SANTA CRUZ,05/03/2023 00:00,202310,1,1
KKFU6732250,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6732368,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6732938,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6733087,SANTA ISABEL,05/02/2023 00:00,202306,0,
KKFU6734231,NYK FUJI,29/01/2023 00:00,202305,1,1
KKFU6734294,MEHUIN,19/01/2023 00:00,202303,0,
KKFU6734463,SEASPAN TOKYO,20/12/2022 00:00,202251,0,
KKFU6735109,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6735496,ONE MUNCHEN,07/02/2023 00:00,202306,0,
KKFU6735541,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
KKFU6737185,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6737230,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6737349,AS SICILIA,27/11/2022 00:00,202248,1,1
KKFU6738350,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6738411,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6738772,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6739716,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6740194,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6740300,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6740445,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6740759,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6740949,SANTA TERESA,12/01/2023 00:00,202302,0,
KKFU6741246,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6741652,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,0,
KKFU6741776,SANTA CRUZ,05/03/2023 00:00,202310,1,1
KKFU6742387,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,0,
KKFU6742704,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6744116,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6744883,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
KKFU6745405,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6746124,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6746187,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6746783,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6749102,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6749843,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6750633,SANTA ISABEL,05/02/2023 00:00,202306,0,
KKFU6751265,SEAMAX STAMFORD,09/03/2023 00:00,202310,0,
KKFU6751347,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6752127,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6753231,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6753550,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6753674,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6753838,BEAR MOUNTAIN BRIDGE,15/12/2022 00:00,202250,1,1
KKFU6754705,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6754921,MOL PRESENCE,21/12/2022 00:00,202251,0,
KKFU6755996,SANTA RITA,25/02/2023 00:00,202308,0,
KKFU6756591,SANTA CRUZ,28/12/2022 00:00,202252,0,
KKFU6756966,SANTA ISABEL,05/02/2023 00:00,202306,0,
KKFU6757068,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6757108,ONE MUNCHEN,07/02/2023 00:00,202306,1,1
KKFU6757258,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6757617,SANTA TERESA,12/01/2023 00:00,202302,0,
KKFU6757685,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
KKFU6757833,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6759250,MEHUIN,19/01/2023 00:00,202303,0,
KKFU6760441,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6760610,SANTA RITA,14/12/2022 00:00,202250,0,
KKFU6761915,SANTA CRUZ,05/03/2023 00:00,202310,1,1
KKFU6762064,KOTA LEKAS,05/03/2023 00:00,202310,1,1
KKFU6762151,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6762742,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6762871,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6762927,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6763559,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6763800,KALAHARI EXPRESS,12/02/2023 00:00,202307,0,
KKFU6763902,SANTA RITA,25/02/2023 00:00,202308,0,
KKFU6764730,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6764792,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6765295,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
KKFU6766080,MEHUIN,19/01/2023 00:00,202303,0,
KKFU6766270,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6766440,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6766584,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6766645,SEAMAX STAMFORD,09/03/2023 00:00,202310,1,1
KKFU6766882,SANTA RITA,14/12/2022 00:00,202250,0,
KKFU6766917,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6767430,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6767976,MOL PRESENCE,21/12/2022 00:00,202251,0,
KKFU6768057,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6768294,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6768416,MOL PRESENCE,21/12/2022 00:00,202251,0,
KKFU6771214,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6771554,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6772015,SEASPAN KYOTO,15/12/2022 00:00,202250,1,1
KKFU6773095,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6773243,SANTA RITA,14/12/2022 00:00,202250,0,
KKFU6773388,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6775014,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6775740,NYK FUJI,14/02/2023 00:00,202307,1,1
KKFU6776514,SANTA TERESA,12/01/2023 00:00,202302,1,1
KKFU6776849,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6778245,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,0,
KKFU6778292,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6778610,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6778651,SEASPAN TOKYO,20/12/2022 00:00,202251,1,1
KKFU6779869,MEHUIN,19/01/2023 00:00,202303,0,
KKFU6779880,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
KKFU6780392,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
KKFU6780751,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6781038,KOTA LEKAS,05/03/2023 00:00,202310,0,
KKFU6781589,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6782477,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6783241,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6783848,SANTA CRUZ,05/03/2023 00:00,202310,0,
KKFU6784103,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6784314,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6784417,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,0,
KKFU6784551,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6784700,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6784715,NYK FUJI,14/02/2023 00:00,202307,1,1
KKFU6785521,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6948845,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6949224,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6949630,SANTA RITA,25/02/2023 00:00,202308,1,1
KKFU6950776,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6950924,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6950987,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6951469,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6951659,SANTA CRUZ,05/03/2023 00:00,202310,1,1
KKFU6951920,KALAHARI EXPRESS,04/02/2023 00:00,202305,1,1
KKFU6953142,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6953899,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6954160,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6954318,SANTA CLARA,29/01/2023 00:00,202305,1,1
KKFU6955171,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6955654,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6955660,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,0
KKFU6956521,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6956666,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6957153,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6960120,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6960820,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6961256,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6962083,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6962210,NYK FUJI,14/02/2023 00:00,202307,1,1
KKFU6963541,SANTA CLARA,29/01/2023 00:00,202305,0,
KKFU6964189,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6965312,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
KKFU6965673,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6965755,SANTA ISABEL,05/02/2023 00:00,202306,1,1
KKFU6965987,SANTA TERESA,12/01/2023 00:00,202302,0,
KKFU6966200,SANTA ISABEL,05/02/2023 00:00,202306,0,
KKFU6976657,MEHUIN,19/01/2023 00:00,202303,1,1
KKFU6977817,SANTA CRUZ,28/12/2022 00:00,202252,1,1
KKFU6978433,SANTA RITA,14/12/2022 00:00,202250,1,1
KKFU6979403,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
KKFU6979928,MOL PRESENCE,21/12/2022 00:00,202251,1,1
KKFU6980071,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
KKFU6981268,SANTA RITA,14/12/2022 00:00,202250,0,
LNXU7550668,SANTA RITA,25/02/2023 00:00,202308,1,1
LNXU7550837,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
LNXU7553179,SANTA ISABEL,05/02/2023 00:00,202306,1,1
LNXU7554730,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
LNXU7556183,SANTA TERESA,12/01/2023 00:00,202302,1,1
LNXU8456430,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
LNXU8456614,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
LNXU8458900,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
LNXU9651364,MOL PRESENCE,21/12/2022 00:00,202251,1,1
LNXU9653285,SANTA RITA,14/12/2022 00:00,202250,0,
LNXU9656915,SANTA ISABEL,05/02/2023 00:00,202306,1,1
LNXU9657254,SANTA ISABEL,21/11/2022 00:00,202247,1,1
LOCAL,UNKNOWN,05/01/2023 00:00,202301,0,
LOCAL TRUCK,UNKNOWN,30/11/2022 00:00,202248,0,
MCAU5009520,MOL PROFICIENCY,01/12/2022 00:00,202248,1,1
MCAU6011033,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
MCAU6011938,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
MCAU6013165,MAERSK DANUBE,11/02/2023 00:00,202306,1,1
MCAU6017094,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
MCAU6017685,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
MCAU6018470,SANTA CRUZ,05/03/2023 00:00,202310,0,
MCAU6022470,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU6033428,CEZANNE,15/02/2023 00:00,202307,0,
MCAU6040807,SANTA TERESA,12/01/2023 00:00,202302,1,1
MCAU6043299,MAERSK VILNIUS,26/02/2023 00:00,202309,0,
MCAU6043386,SANTA TERESA,12/01/2023 00:00,202302,1,1
MCAU6043410,SANTA CRUZ,23/02/2023 00:00,202308,0,
MCAU6043684,SANTA CRUZ,05/03/2023 00:00,202310,1,1
MCAU6043719,SANTA RITA,14/12/2022 00:00,202250,0,
MCAU6043869,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
MCAU6044000,CMA CGM DON PASCUALE,10/03/2023 00:00,202310,1,1
MCAU6044016,SANTA TERESA,12/01/2023 00:00,202302,1,1
MCAU6049050,MAERSK VILNIUS,26/02/2023 00:00,202309,0,
MCAU6049070,SANTA RITA,25/02/2023 00:00,202308,0,
MCAU6049213,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU6049240,MAERSK VILNIUS,26/02/2023 00:00,202309,0,
MCAU6049255,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU6049297,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU6049337,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
MCAU6049511,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU6049527,SANTA ISABEL,05/02/2023 00:00,202306,0,
MCAU6049553,SANTA RITA,25/02/2023 00:00,202308,0,
MCAU6049640,SANTA RITA,25/02/2023 00:00,202308,1,1
MCAU8564357,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
MCAU8565986,SANTA CLARA,29/01/2023 00:00,202305,1,1
MCAU8566160,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
MCAU8567269,SANTA CRUZ,28/12/2022 00:00,202252,0,
MCAU8568368,SANTA TERESA,12/01/2023 00:00,202302,1,1
MCAU8568774,KALAHARI EXPRESS,12/02/2023 00:00,202307,0,
MEDU9000600,MSC ALINA,05/03/2023 00:00,202310,0,
MEDU9000703,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9000895,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9001612,MSC ELODIE,01/12/2022 00:00,202248,0,
MEDU9001675,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
MEDU9003370,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9003560,MSC CATERINA,04/03/2023 00:00,202309,0,
MEDU9004817,MSC CATERINA,04/03/2023 00:00,202309,0,
MEDU9005412,MSC BRANKA,06/12/2022 00:00,202249,0,
MEDU9005768,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9008108,MSC ALINA,05/03/2023 00:00,202310,0,
MEDU9008129,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
MEDU9008670,MSC ELODIE,19/02/2023 00:00,202308,0,
MEDU9008690,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9008828,MSC LILY,24/12/2022 00:00,202251,0,
MEDU9009188,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9010574,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9011360,MAERSK VILNIUS,13/12/2022 00:00,202250,1,1
MEDU9011890,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9012258,MSC ALINA,05/03/2023 00:00,202310,1,1
MEDU9012793,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
MEDU9012900,MSC ELODIE,19/02/2023 00:00,202308,0,
MEDU9014862,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9015112,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9016058,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9016715,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9019355,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9019972,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9020274,MSC KOREA,19/02/2023 00:00,202308,1,1
MEDU9020417,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9021938,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9022071,MSC ELODIE,02/02/2023 00:00,202305,1,1
MEDU9022282,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9022615,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9023566,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9024140,MSC ANCHORAGE,22/01/2023 00:00,202304,1,1
MEDU9025002,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9025023,MSC LILY,24/12/2022 00:00,202251,1,1
MEDU9025738,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9026760,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9026842,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
MEDU9027068,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9027469,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9027710,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9027962,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9030288,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9030631,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9031140,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9031730,MAERSK VALLVIK,13/01/2023 00:00,202302,0,
MEDU9031880,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9032640,MAERSK VISBY,16/01/2023 00:00,202303,1,1
MEDU9032830,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9033332,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9033435,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9034220,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9034473,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
MEDU9034663,MSC ALINA,04/03/2023 00:00,202309,1,1
MEDU9036012,MSC DESIREE,14/11/2022 00:00,202246,1,1
MEDU9036938,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9037148,MSC BRANKA,06/12/2022 00:00,202249,0,
MEDU9037240,MSC BRANKA,06/12/2022 00:00,202249,0,
MEDU9038606,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9038627,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9038761,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9038843,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9039217,MAERSK VILNIUS,26/02/2023 00:00,202309,1,1
MEDU9039500,MSC KOREA,19/02/2023 00:00,202308,1,1
MEDU9040120,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9042566,MSC POSITANO,22/02/2023 00:00,202308,0,
MEDU9042571,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9042864,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9042925,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9044424,MSC ELODIE,01/12/2022 00:00,202248,1,1
MEDU9045164,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9045457,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9045570,MSC CATHERINE VI,13/01/2023 00:00,202302,1,1
MEDU9045919,MSC KOREA,19/02/2023 00:00,202308,1,1
MEDU9046113,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9047640,MSC ELODIE,10/02/2023 00:00,202306,1,1
MEDU9047700,MSC ALINA,05/03/2023 00:00,202310,0,
MEDU9048395,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9049067,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9049220,MSC ALINA,04/03/2023 00:00,202309,1,1
MEDU9049318,MSC BRANKA,06/12/2022 00:00,202249,0,
MEDU9049344,MSC DESIREE,14/11/2022 00:00,202246,0,
MEDU9049426,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9049513,MSC LILY,24/12/2022 00:00,202251,1,1
MEDU9049529,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
MEDU9050670,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9050807,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9050983,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9051151,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9051275,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9051721,MSC ELODIE,01/12/2022 00:00,202248,0,
MEDU9052348,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9052862,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9053175,MSC ANZU,12/12/2022 00:00,202250,1,1
MEDU9053283,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9053581,MSC LILY,24/12/2022 00:00,202251,1,1
MEDU9053977,MSC VITA,21/01/2023 00:00,202303,0,
MEDU9054227,MSC ELODIE,19/02/2023 00:00,202308,1,1
MEDU9054280,MSC ELODIE,10/02/2023 00:00,202306,1,1
MEDU9054422,MSC VITA,21/01/2023 00:00,202303,1,1
MEDU9054510,MSC ALINA,05/03/2023 00:00,202310,1,1
MEDU9054799,MSC ALINA,05/03/2023 00:00,202310,0,
MEDU9054994,MSC VITA,21/01/2023 00:00,202303,0,
MEDU9056894,MSC CATERINA,04/03/2023 00:00,202309,1,1
MEDU9057355,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9057838,MSC ELODIE,05/02/2023 00:00,202306,1,1
MEDU9059091,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9059893,MSC ATHENS,31/01/2023 00:00,202305,1,1
MEDU9060153,MAERSK VALLVIK,13/01/2023 00:00,202302,0,
