container,vessel,shipped_date,week,audited,success
BMOU9711439,MEHUIN,19/01/2023 00:00,202303,1,1
BMOU9712883,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9715650,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
BMOU9724293,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
BMOU9727435,SANTA RITA,25/02/2023 00:00,202308,0,
BMOU9729356,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9734645,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9740329,AS CYPRIA,06/02/2023 00:00,202306,1,1
BMOU9744812,SANTA RITA,14/12/2022 00:00,202250,1,1
BMOU9745568,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9748546,COSCO IZMIR,31/01/2023 00:00,202305,1,1
BMOU9748968,KOTA JOHAN,15/02/2023 00:00,202307,1,1
BMOU9749305,NYK FUJI,14/02/2023 00:00,202307,1,1
BMOU9749497,KOTA LAWA,21/01/2023 00:00,202303,1,1
BMOU9758267,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9759670,NYK FUJI,14/02/2023 00:00,202307,1,1
BMOU9760182,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
BMOU9765224,KALAHARI EXPRESS,02/02/2023 00:00,202305,1,1
BMOU9765414,MOL PRESENCE,21/12/2022 00:00,202251,1,1
BMOU9765712,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9771459,MAERSK CHENNAI,06/12/2022 00:00,202249,1,1
BMOU9772389,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9772584,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9772795,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9776229,MOL PRESENCE,21/12/2022 00:00,202251,1,1
BMOU9778052,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9778366,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9781349,NYK FUJI,14/02/2023 00:00,202307,1,1
BMOU9781740,SEASPAN TOKYO,12/02/2023 00:00,202307,0,
BMOU9782026,NYK FUJI,08/02/2023 00:00,202306,1,1
BMOU9784266,SANTA CLARA,29/01/2023 00:00,202305,0,
BMOU9784564,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9785236,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9785766,NYK FUJI,14/02/2023 00:00,202307,0,
BMOU9791141,NYK FUJI,14/02/2023 00:00,202307,1,1
BMOU9804357,SANTA CRUZ,05/03/2023 00:00,202310,1,1
BMOU9808120,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9808584,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9808964,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9809050,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9810175,NYK PAULA,05/03/2023 00:00,202310,0,
BMOU9810262,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
BMOU9811309,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
BMOU9811510,SANTA CRUZ,28/12/2022 00:00,202252,1,1
BMOU9811628,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9829761,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9829859,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9830335,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9832507,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,1,1
BMOU9832600,MEHUIN,19/01/2023 00:00,202303,1,1
BMOU9833170,MEHUIN,19/01/2023 00:00,202303,1,1
BMOU9841509,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9841520,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9841704,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9841941,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9841957,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9842892,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9843693,NYK FUJI,14/02/2023 00:00,202307,1,1
BMOU9844679,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9845802,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9845891,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9846630,SANTA RITA,14/12/2022 00:00,202250,1,1
BMOU9846692,SEASPAN TOKYO,12/02/2023 00:00,202307,1,1
BMOU9847071,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9847620,SANTA CRUZ,05/03/2023 00:00,202310,1,1
BMOU9855565,SANTA RITA,14/12/2022 00:00,202250,1,1
BMOU9856480,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9857439,SANTA TERESA,12/01/2023 00:00,202302,0,
BMOU9857547,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9857629,MEHUIN,19/01/2023 00:00,202303,1,1
BMOU9857927,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9858287,SEASPAN KYOTO,15/12/2022 00:00,202250,1,1
BMOU9858841,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9859410,SANTA CRUZ,28/12/2022 00:00,202252,0,
BMOU9860237,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9861315,SANTA RITA,25/02/2023 00:00,202308,1,1
BMOU9861906,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9862121,NYK FUJI,14/02/2023 00:00,202307,0,
BMOU9865100,SANTA CRUZ,28/12/2022 00:00,202252,0,
BMOU9865218,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9865460,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9865521,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
BMOU9865603,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9865959,SANTA ISABEL,05/02/2023 00:00,202306,1,1
BMOU9866214,MOL PROFICIENCY,23/11/2022 00:00,202247,1,1
BMOU9866467,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,0
BMOU9866718,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
BMOU9867020,SANTA CRUZ,28/12/2022 00:00,202252,1,1
BMOU9867720,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
BMOU9868201,SANTA TERESA,12/01/2023 00:00,202302,1,1
BMOU9868238,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
BMOU9869677,SEASPAN KYOTO,15/12/2022 00:00,202250,1,1
BMOU9869698,SANTA CRUZ,05/03/2023 00:00,202310,0,
BMOU9870791,MEHUIN,19/01/2023 00:00,202303,1,1
BMOU9872074,KOTA LEKAS,05/03/2023 00:00,202310,0,
BMOU9872367,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,0
BMOU9876233,APL SANTIAGO,23/01/2023 00:00,202304,1,1
BMOU9879989,SANTA RITA,25/02/2023 00:00,202308,1,0
BMOU9880486,SANTA CLARA,29/01/2023 00:00,202305,1,1
BMOU9898253,CCNI ARAUCO,23/02/2023 00:00,202308,1,1
BTG12/12/20,UNKNOWN,12/12/2022 00:00,202250,0,
BTG13/2/202,UNKNOWN,13/02/2023 00:00,202307,0,
BTG15/02/20,UNKNOWN,16/02/2023 00:00,202307,0,
BTG16/01/23,UNKNOWN,16/01/2023 00:00,202303,0,
BTG16/12,UNKNOWN,20/12/2022 00:00,202251,0,
BTG21/12/20,UNKNOWN,22/12/2022 00:00,202251,0,
BTG21/12/22,UNKNOWN,22/12/2022 00:00,202251,0,
BTG23/12/22,UNKNOWN,28/12/2022 00:00,202252,0,
BTG24NOV22,UNKNOWN,25/11/2022 00:00,202247,0,
BTG27/02/20,UNKNOWN,27/02/2023 00:00,202309,0,
BTG4/01/23,UNKNOWN,04/01/2023 00:00,202301,0,
BULK2305043,BALTIC SUMMER,14/02/2023 00:00,202307,0,
C220000017,UNKNOWN,19/12/2022 00:00,202251,0,
CAAU4010752,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAAU4011656,MEHUIN,19/01/2023 00:00,202303,1,1
CAAU4012740,SANTA ISABEL,05/02/2023 00:00,202306,0,
CAAU4013495,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAAU4014357,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAAU4014510,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
CAAU4015902,MEHUIN,19/01/2023 00:00,202303,0,
CAAU4015965,SANTA RITA,25/02/2023 00:00,202308,0,
CAAU4016072,SANTA CLARA,29/01/2023 00:00,202305,0,
CAAU4016236,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAAU4016679,SANTA RITA,14/12/2022 00:00,202250,1,1
CAAU4017660,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAAU4017931,SANTA RITA,14/12/2022 00:00,202250,1,1
CAAU4019003,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAAU4019277,SANTA RITA,12/02/2023 00:00,202307,1,1
CAAU4020025,KOTA LEKAS,05/03/2023 00:00,202310,0,
CAAU4020302,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAAU4020750,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAAU4021248,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAAU4021401,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
CAAU4022389,SANTA RITA,14/12/2022 00:00,202250,1,1
CAAU4023261,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,1,1
CAAU4023338,SANTA RITA,14/12/2022 00:00,202250,1,1
CAAU4023390,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAAU4023467,COSCO ASHDOD,13/01/2023 00:00,202302,1,1
CAAU4023894,SEAMAX STAMFORD,09/03/2023 00:00,202310,0,
CAAU4023981,MEHUIN,19/01/2023 00:00,202303,1,1
CAAU4024083,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAAU4025747,NYK FUJI,14/02/2023 00:00,202307,1,1
CAAU4026023,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5404964,SANTA ISABEL,05/02/2023 00:00,202306,0,
CAIU5407080,KOTA LAWA,21/01/2023 00:00,202303,1,1
CAIU5408039,BANGKOK BRIDGE,05/03/2023 00:00,202310,0,
CAIU5408717,SANTA CLARA,29/01/2023 00:00,202305,0,
CAIU5410118,MSC ANCHORAGE,23/01/2023 00:00,202304,1,1
CAIU5411006,MSC CATERINA,04/03/2023 00:00,202309,1,1
CAIU5411032,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
CAIU5411536,MSC BRANKA,06/12/2022 00:00,202249,1,1
CAIU5411650,MSC LILY,24/12/2022 00:00,202251,1,1
CAIU5411829,MSC ATHENS,31/01/2023 00:00,202305,1,1
CAIU5412018,MSC ALINA,05/03/2023 00:00,202310,0,
CAIU5412023,MSC ATHENS,31/01/2023 00:00,202305,1,1
CAIU5412764,MSC LILY,24/12/2022 00:00,202251,1,1
CAIU5414807,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5417935,MEHUIN,19/01/2023 00:00,202303,1,1
CAIU5419136,MSC ELODIE,19/02/2023 00:00,202308,1,1
CAIU5419579,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
CAIU5419650,MSC ALINA,05/03/2023 00:00,202310,1,1
CAIU5420435,MSC ANZU,12/12/2022 00:00,202250,1,1
CAIU5425289,MEHUIN,19/01/2023 00:00,202303,1,1
CAIU5441886,SANTA CRUZ,28/12/2022 00:00,202252,1,1
CAIU5442291,KALAHARI EXPRESS,08/12/2022 00:00,202249,0,
CAIU5443488,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5444102,MEHUIN,19/01/2023 00:00,202303,1,1
CAIU5446569,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5455832,COSCO SURABAYA,26/01/2023 00:00,202304,1,1
CAIU5463870,MSC ALINA,05/03/2023 00:00,202310,1,1
CAIU5464520,MSC ANZU,12/12/2022 00:00,202250,1,1
CAIU5464644,MSC ADELAIDE,04/01/2023 00:00,202301,1,1
CAIU5465147,MSC ATHENS,31/01/2023 00:00,202305,1,1
CAIU5465152,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
CAIU5465213,MSC ELODIE,07/02/2023 00:00,202306,1,1
CAIU5465316,MSC LILY,24/12/2022 00:00,202251,1,1
CAIU5465722,MSC ATHENS,31/01/2023 00:00,202305,1,1
CAIU5466420,MSC CASSANDRE,22/11/2022 00:00,202247,1,1
CAIU5467052,MSC ALINA,04/03/2023 00:00,202309,1,1
CAIU5467324,MSC ELODIE,19/02/2023 00:00,202308,1,1
CAIU5467350,MSC ELODIE,01/12/2022 00:00,202248,1,1
CAIU5467556,MSC LILY,24/12/2022 00:00,202251,1,1
CAIU5468001,MSC CATERINA,04/03/2023 00:00,202309,1,1
CAIU5468906,MSC ELODIE,19/02/2023 00:00,202308,1,1
CAIU5469163,MSC LILY,24/12/2022 00:00,202251,0,
CAIU5469570,MSC CATERINA,04/03/2023 00:00,202309,1,1
CAIU5469944,MSC CAPRI,06/01/2023 00:00,202301,1,1
CAIU5498270,SANTA TERESA,12/01/2023 00:00,202302,0,
CAIU5498433,SANTA CLARA,29/01/2023 00:00,202305,0,
CAIU5498618,COSCO SURABAYA,26/01/2023 00:00,202304,1,1
CAIU5498686,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5499640,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5499722,SEASPAN TOKYO,20/12/2022 00:00,202251,1,1
CAIU5500551,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
CAIU5500660,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
CAIU5502019,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5503041,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,1,1
CAIU5503967,MEHUIN,19/01/2023 00:00,202303,1,1
CAIU5503993,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5504027,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5504161,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5504351,NYK FUJI,14/02/2023 00:00,202307,1,1
CAIU5506101,SANTA RITA,14/12/2022 00:00,202250,1,1
CAIU5513414,KALAHARI EXPRESS,12/02/2023 00:00,202307,0,
CAIU5517636,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5528570,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5528944,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5536235,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5537191,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
CAIU5537329,SEASPAN KYOTO,15/12/2022 00:00,202250,1,1
CAIU5537843,COSCO ASHDOD,13/01/2023 00:00,202302,0,
CAIU5539635,CMA CGM VALPARAISO,26/01/2023 00:00,202304,1,1
CAIU5547667,HALSTED,03/02/2023 00:00,202305,1,1
CAIU5549021,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5550819,COLD STREAM,30/11/2022 00:00,202248,0,
CAIU5551353,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5551625,COLD STREAM,30/11/2022 00:00,202248,0,
CAIU5551836,COLD STREAM,30/11/2022 00:00,202248,0,
CAIU5552323,COLD STREAM,30/11/2022 00:00,202248,0,
CAIU5556988,CMA CGM VALPARAISO,11/12/2022 00:00,202250,0,
CAIU5564453,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5577091,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5577234,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5578971,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5579920,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5580412,COLD STREAM,30/11/2022 00:00,202248,1,1
CAIU5650910,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
CAIU5651049,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5651666,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5651814,MAERSK SOFIA,02/12/2022 00:00,202248,1,1
CAIU5651901,SANTA RITA,25/02/2023 00:00,202308,0,
CAIU5653144,SANTA ISABEL,05/02/2023 00:00,202306,0,
CAIU5666199,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5667410,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5667873,MEHUIN,19/01/2023 00:00,202303,1,1
CAIU5668231,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5668381,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5668400,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
CAIU5671338,KOTA LEKAS,05/03/2023 00:00,202310,0,
CAIU5672205,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5672360,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5672587,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
CAIU5672606,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5672680,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5673623,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5674492,NYK FUJI,14/02/2023 00:00,202307,1,1
CAIU5674846,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5675138,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAIU5675293,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5676073,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5676200,NYK FUJI,14/02/2023 00:00,202307,0,
CAIU5676710,MOL PROFICIENCY,28/11/2022 00:00,202248,1,1
CAIU5677038,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
CAIU5677104,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5677969,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5678008,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5678630,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5679215,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5679431,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5679827,SANTA RITA,14/12/2022 00:00,202250,0,
CAIU5679880,SEASPAN TOKYO,20/12/2022 00:00,202251,1,1
CAIU5680068,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,0,
CAIU5680453,SANTA RITA,14/12/2022 00:00,202250,1,1
CAIU5680480,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5680875,SANTA CLARA,29/01/2023 00:00,202305,1,1
CAIU5680941,SEASPAN TOKYO,12/02/2023 00:00,202307,1,1
CAIU5681001,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5681064,NYK FUJI,14/02/2023 00:00,202307,1,1
CAIU5681207,SANTA CLARA,29/01/2023 00:00,202305,0,
CAIU5681362,ALEXANDRIA BRIDGE,27/02/2023 00:00,202309,1,1
CAIU5681526,SANTA RITA,25/02/2023 00:00,202308,1,1
CAIU5681589,SANTA TERESA,12/01/2023 00:00,202302,1,1
CAIU5681845,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAIU5681927,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5682923,SANTA CRUZ,28/12/2022 00:00,202252,1,1
CAIU5683621,COSCO WELLINGTON,23/02/2023 00:00,202308,1,1
CAIU5684356,SANTA CRUZ,28/12/2022 00:00,202252,0,
CAIU5684485,BANGKOK BRIDGE,05/03/2023 00:00,202310,1,1
CAIU5684886,MOL PROFICIENCY,01/12/2022 00:00,202248,0,
CAIU5684973,MOL PRESENCE,21/12/2022 00:00,202251,1,1
CAIU5685310,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5686596,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5686852,SANTA RITA,25/02/2023 00:00,202308,0,
CAIU5686908,SANTA ISABEL,05/02/2023 00:00,202306,1,1
CAIU5687566,KALAHARI EXPRESS,12/02/2023 00:00,202307,1,1
CAIU5687843,BEAR MOUNTAIN BRIDGE,24/02/2023 00:00,202308,1,1
CAIU5688264,KALAHARI EXPRESS,08/12/2022 00:00,202249,1,1
CAIU5688304,SANTA CRUZ,05/03/2023 00:00,202310,0,
CAIU5691099,STANLEY A,03/03/2023 00:00,202309,1,1
CAIU5692161,CEZANNE,15/02/2023 00:00,202307,1,1
CAIU5694210,CMA CGM VALPARAISO,14/12/2022 00:00,202250,0,
CAPE1234567,UNKNOWN,02/12/2022 00:00,202248,0,
CBHU2834128,NILEDUTCH LION,24/11/2022 00:00,202247,1,1
CBHU2840223,EVER DAINTY,12/01/2023 00:00,202302,1,1
CBHU2840542,KOTA LEKAS,02/03/2023 00:00,202309,0,
CFCRICH,UNKNOWN,11/01/2023 00:00,202302,0,
CFCRICH2050,UNKNOWN,25/12/2022 00:00,202252,0,
CGMU3075897,FAYSTON FARMS,09/02/2023 00:00,202306,1,1
CGMU4991451,MAERSK CHENNAI,12/02/2023 00:00,202307,0,
CGMU5005564,AS CHRISTIANA,10/03/2023 00:00,202310,0,
CGMU5034958,HANOVER EXPRESS,04/02/2023 00:00,202305,0,
CGMU5051702,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5052530,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5056828,APL SANTIAGO,23/01/2023 00:00,202304,1,1
CGMU5074328,STANLEY A,01/12/2022 00:00,202248,1,1
CGMU5080790,MAERSK CHENNAI,12/02/2023 00:00,202307,0,
CGMU5092569,AS CHRISTIANA,10/03/2023 00:00,202310,0,
CGMU5094031,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5097046,LEONIDIO,19/01/2023 00:00,202303,0,
CGMU5105202,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5116763,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5120341,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5122004,MAERSK SHEERNESS,24/12/2022 00:00,202251,1,1
CGMU5124100,APL CHARLESTON,05/03/2023 00:00,202310,0,
CGMU5128403,MAERSK DANUBE,22/02/2023 00:00,202308,0,
CGMU5134242,MAERSK DANUBE,22/02/2023 00:00,202308,0,
CGMU5151208,MAERSK PANGANI,04/02/2023 00:00,202305,0,
CGMU5154866,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5163641,MAERSK SHEERNESS,06/01/2023 00:00,202301,0,
CGMU5165011,APL CHARLESTON,05/03/2023 00:00,202310,0,
CGMU5165670,APL CHARLESTON,05/03/2023 00:00,202310,1,1
CGMU5169439,CMA CGM QUELIMANE,23/02/2023 00:00,202308,1,1
CGMU5180649,CMA CGM LEBU,08/01/2023 00:00,202302,0,
CGMU5180865,LEONIDIO,22/01/2023 00:00,202304,1,1
CGMU5186312,MAERSK DANUBE,10/02/2023 00:00,202306,1,1
CGMU5188439,CMA CGM LEBU,08/01/2023 00:00,202302,1,1
CGMU5192249,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
CGMU5226380,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5228491,STANLEY A,01/12/2022 00:00,202248,1,1
CGMU5231664,LUANDA EXPRESS,25/01/2023 00:00,202304,0,
CGMU5236352,MAERSK SHEERNESS,19/01/2023 00:00,202303,1,1
CGMU5237934,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5238890,CMA CGM ALMAVIVA,11/02/2023 00:00,202306,0,
CGMU5245082,CSCL AFRICA,08/01/2023 00:00,202302,1,1
CGMU5251254,NORTHERN JUVENILE,17/01/2023 00:00,202303,0,
CGMU5255310,MAERSK DANUBE,09/12/2022 00:00,202249,0,
CGMU5259912,ALS FLORA,05/03/2023 00:00,202310,0,
CGMU5263506,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5270676,STANLEY A,03/03/2023 00:00,202309,1,1
CGMU5281330,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5284047,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
CGMU5295885,NORTHERN JUVENILE,17/01/2023 00:00,202303,1,1
CGMU5324880,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5329537,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
CGMU5334261,MAERSK PANGANI,04/02/2023 00:00,202305,0,
CGMU5339221,BFAD PACIFIC,08/02/2023 00:00,202306,1,1
CGMU5343725,MAERSK DANUBE,10/02/2023 00:00,202306,1,1
CGMU5351973,MAERSK CHENNAI,12/02/2023 00:00,202307,1,1
CGMU5368580,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5370783,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5379097,MAERSK DANUBE,09/12/2022 00:00,202249,0,
CGMU5380293,MAERSK DANUBE,22/02/2023 00:00,202308,0,
CGMU5382125,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5383522,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5384642,MAERSK CHENNAI,06/12/2022 00:00,202249,0,
CGMU5385593,CMA CGM JAMAICA,02/03/2023 00:00,202309,1,1
CGMU5396854,STANLEY A,01/12/2022 00:00,202248,1,1
CGMU5397017,CMA CGM VALPARAISO,14/12/2022 00:00,202250,0,
CGMU5404780,NORTHERN JUVENILE,17/01/2023 00:00,202303,1,1
CGMU5406187,MAERSK DANUBE,11/02/2023 00:00,202306,1,1
CGMU5406865,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5411202,APL CHARLESTON,24/12/2022 00:00,202251,1,1
CGMU5413761,CEZANNE,15/02/2023 00:00,202307,0,
CGMU5417556,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
CGMU5417598,CMA CGM QUELIMANE,05/01/2023 00:00,202301,1,1
CGMU5423883,APL SANTIAGO,24/01/2023 00:00,202304,1,1
CGMU5425870,CMA CGM VALPARAISO,11/12/2022 00:00,202250,0,
CGMU5427528,MAERSK DANUBE,22/02/2023 00:00,202308,1,1
CGMU5433080,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5451709,APL SANTIAGO,24/01/2023 00:00,202304,1,1
CGMU5456212,APL CHARLESTON,05/03/2023 00:00,202310,0,
CGMU5463823,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5463947,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5466099,MAERSK PANGANI,04/02/2023 00:00,202305,0,
CGMU5467388,MARATHOPOLIS,27/01/2023 00:00,202304,1,1
CGMU5467500,CMA CGM JAMAICA,24/12/2022 00:00,202251,0,
CGMU5469267,MAERSK DANUBE,22/02/2023 00:00,202308,0,
CGMU5471644,LEONIDIO,19/01/2023 00:00,202303,1,1
CGMU5473210,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
CGMU5483368,LUANDA EXPRESS,25/01/2023 00:00,202304,0,
CGMU5511808,LEONIDIO,19/01/2023 00:00,202303,0,
CGMU5519630,APL SANTIAGO,24/01/2023 00:00,202304,1,1
CGMU5519809,MAERSK PANGANI,04/02/2023 00:00,202305,1,1
CGMU5520040,HALSTED,03/02/2023 00:00,202305,1,1
CGMU5529896,CMA CGM QUELIMANE,23/02/2023 00:00,202308,1,1
CGMU5537340,SANTA INES,18/12/2022 00:00,202251,1,1
CGMU5541401,APL SANTIAGO,24/01/2023 00:00,202304,1,1
CGMU5549070,CMA CGM JAMAICA,02/03/2023 00:00,202309,0,
CGMU5550168,CMA CGM QUELIMANE,23/02/2023 00:00,202308,1,1
CGMU5554712,FAYSTON FARMS,16/02/2023 00:00,202307,1,1
